hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
E/Bh,NA,E/B,,NA,NA,23,NA,NA,38,NA,NA,15,NA,0,0,0,0,0,0,100,100,100,95,97,100,79,88,96,32,41,47,NA,68.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15.2,NA,NA,29.8,NA,NA,18.5,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,2,10,15,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,14,40,141,0.07,0.09,0.11,NA,NA,NA,9.9,18.8,23.2,2.3,9.4,14.5,30,33,37,0,1.5,2.9,6,20,25,0,5,10,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,1.6,5.3,8.2,1.2,4,6.2,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,6.9,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728568,51720996
Bt,NA,B,,NA,NA,38,NA,NA,198,NA,NA,160,NA,0,0,0,0,0,0,100,100,100,94,96,100,72,83,97,37,48,60,NA,57,NA,NA,1.3,NA,NA,8.4,NA,NA,15.1,NA,NA,20.7,NA,NA,11.5,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,15,25,35,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.46,NA,NA,4,9,14,0.12,0.15,0.17,NA,NA,NA,18,23.1,27.5,8.6,14.7,21.2,40,44,48,0,1.5,2.9,20,30,40,0,8.5,17,0,0,6,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,3.8,6.8,9.9,2.8,5.1,7.4,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,8.1,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728568,51720997
Cg,NA,C,,NA,NA,198,NA,NA,203,NA,NA,5,NA,0,0,0,0,0,0,100,100,100,94,96,100,72,83,97,37,48,60,NA,57,NA,NA,1.3,NA,NA,8.4,NA,NA,15.1,NA,NA,20.7,NA,NA,11.5,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,15,25,35,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.46,NA,NA,4,9,14,0.12,0.15,0.17,NA,NA,NA,18,23.1,27.5,8.6,14.7,21.2,40,44,48,0,1.5,2.9,20,30,40,0,8.5,17,0,0,6,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,3.8,6.8,9.9,2.8,5.1,7.4,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,8.1,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728568,51720998
C,NA,C,,NA,NA,20,NA,NA,102,NA,NA,82,NA,0,0,0,0,0,0,95,97,100,91,94,100,81,88,99,11,16,23,NA,91.7,NA,NA,0,NA,NA,1.4,NA,NA,16.7,NA,NA,57.3,NA,NA,16.3,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,2,7,12,NA,NA,NA,0.25,0.6,1,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,42,92,141,0.05,0.08,0.1,11.4,15.8,18.9,7.4,12.6,16.6,1.8,6.1,10.9,30,33,37,0,1.5,2.9,7,10,13,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.1,5.2,1,2,3,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,4.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728589,51721064
Cg,NA,C,,NA,NA,102,NA,NA,203,NA,NA,101,NA,0,0,0,0,0,0,95,97,100,86,92,100,65,74,85,16,21,28,NA,83.8,NA,NA,1.1,NA,NA,12.1,NA,NA,26.5,NA,NA,31.9,NA,NA,12.2,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,2,7,12,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,42,92,141,0.03,0.05,0.07,13,19.6,24.1,7.6,14.5,19.5,1.4,5.4,9.9,29,33,37,0,1.5,2.9,7,10,13,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.3,4.1,0,1,2,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,4.3,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728589,51721065
A,NA,A,,NA,NA,0,NA,NA,20,NA,NA,20,NA,0,0,0,0,0,0,95,97,100,91,94,100,81,88,99,11,16,23,NA,91.7,NA,NA,0,NA,NA,1.4,NA,NA,16.7,NA,NA,57.3,NA,NA,16.3,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,2,7,12,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,42,92,141,0.05,0.08,0.1,12,16.5,19.6,8,13.5,17.6,2.2,7.1,12.4,29,32,37,0,1.5,2.9,7,10,13,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.6,7.5,1,2,3,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,5.9,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728589,51721066
A,NA,A,,NA,NA,0,NA,NA,25,NA,NA,25,NA,0,0,0,0,0,0,100,100,100,100,100,100,91,94,97,10,13,16,NA,94.4,NA,NA,0,NA,NA,1.3,NA,NA,17.8,NA,NA,61.5,NA,NA,13.8,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,9,12,15,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,42,92,141,0.15,0.18,0.2,19.8,21.7,37,17.8,20.8,33.2,12.8,18.2,23.6,37,41,45,0,1.5,2.9,10,12,14,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,15.6,21.2,26.8,9,15.5,22,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,52.5,68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728590,51721067
Bh,NA,B,,NA,NA,25,NA,NA,91,NA,NA,66,NA,0,0,0,0,0,0,100,100,100,100,100,100,74,77,80,7,10,13,NA,93.6,NA,NA,0.7,NA,NA,12.8,NA,NA,36.2,NA,NA,36.9,NA,NA,7,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,2,5,8,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,14,28,42,0.05,0.07,0.09,15.3,19.4,21.9,11.6,17.3,21.1,4.8,11.9,18.9,28,31,34,0,1.5,2.9,6,8,13,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9.4,15,2,6,10,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,25,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728590,51721068
C,NA,C,,NA,NA,91,NA,NA,203,NA,NA,112,NA,0,0,0,0,0,0,100,100,100,100,100,100,74,77,80,7,10,13,NA,93.6,NA,NA,0.7,NA,NA,12.8,NA,NA,36.2,NA,NA,36.9,NA,NA,7,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,0,1,2,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,42,92,141,0.04,0.11,0.17,11.3,15.7,18.1,6.9,12.2,15.4,1.5,5.3,9.2,31,34,37,0,1.5,2.9,6,8,13,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.6,4.9,0,2,4,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,11.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728590,51721069
A,NA,A,,NA,NA,0,NA,NA,15,NA,NA,15,NA,0,0,0,0,0,0,76,96,100,75,96,100,65,88,100,31,44,56,NA,63.5,NA,NA,0.3,NA,NA,4.4,NA,NA,14.1,NA,NA,27.6,NA,NA,17.1,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,5,10,20,NA,NA,NA,1,1.5,2,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,NA,1.52,NA,NA,4,23,42,0.12,0.14,0.16,NA,NA,NA,11.8,18,24.1,4,8.4,15.7,34,41,44,0,1.5,2.9,7,15,25,0,4,8,0,0,1,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.4,6.5,2.1,3.3,4.9,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.4,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728611,51721150
E,NA,E,,NA,NA,15,NA,NA,36,NA,NA,21,NA,0,0,0,0,0,0,76,96,100,75,96,100,61,88,100,24,40,52,NA,68.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15.2,NA,NA,29.8,NA,NA,18.5,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,0,10,20,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.35,1.4,1.55,NA,NA,NA,NA,1.47,NA,NA,4,70,141,0.08,0.12,0.22,NA,NA,NA,1.7,16,22.3,0.1,6.5,13.2,33,44,46,0,1.5,2.9,7,18,30,0,5,10,0,0,8,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.8,0,0.8,2.9,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.3,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728611,51721151
Btg,NA,B,,NA,NA,36,NA,NA,91,NA,NA,55,NA,0,0,0,0,0,0,76,96,100,75,96,100,44,80,93,13,41,53,NA,63.6,NA,NA,1.8,NA,NA,10.4,NA,NA,17.5,NA,NA,22.3,NA,NA,11.6,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,5,30,40,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.47,NA,NA,4,9,14,0.11,0.12,0.13,NA,NA,NA,9.6,25,29.2,2.5,17.6,24.1,35,44,48,0,1.5,2.9,7,25,45,0,9,18,0,1,15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.6,5.1,0.4,2.7,3.8,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,6.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728611,51721152
2Cg,2,C,,NA,NA,91,NA,NA,203,NA,NA,112,NA,0,0,0,0,0,0,77,97,100,76,97,100,57,76,84,19,29,35,NA,78.5,NA,NA,3.2,NA,NA,12.4,NA,NA,20.6,NA,NA,27.1,NA,NA,15.2,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,0,5,10,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.55,1.6,NA,NA,NA,NA,1.62,NA,NA,42,92,141,0.05,0.07,0.1,5.1,18.2,22.5,1.8,12.5,17.4,0.1,3.8,7.7,32,38,43,0,1.5,2.9,7,10,13,0,0,0,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.6,0,1.3,2,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728611,51721153
A,NA,A,,NA,NA,0,NA,NA,8,NA,NA,8,NA,0,0,0,0,0,0,100,100,100,100,100,100,75,77,79,6,8,10,NA,96.3,NA,NA,0.7,NA,NA,13.2,NA,NA,37.3,NA,NA,38,NA,NA,7.1,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,0.5,2.25,4,NA,NA,NA,1.05,1.25,1.45,NA,NA,NA,NA,1.31,NA,NA,42,92,141,0.06,0.07,0.08,10.6,15,17.3,6.3,11.2,14.2,1.2,4.4,7.6,41,49,56,0,1.5,2.9,6,8,13,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,2,4,8,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,17,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728612,51721154
E,NA,E,,NA,NA,8,NA,NA,38,NA,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,75,77,79,6,8,10,NA,96.5,NA,NA,0.7,NA,NA,13.2,NA,NA,37.4,NA,NA,38,NA,NA,7.2,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,0,2,4,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,NA,1.57,NA,NA,42,92,141,0.05,0.06,0.07,5,11.7,14,1.8,7.4,10,0.1,1.7,3.4,37,41,45,0,1.5,2.9,6,8,13,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1.5,2,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,9.5,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728612,51721155
Bh,NA,B,,NA,NA,38,NA,NA,76,NA,NA,38,NA,0,0,0,0,0,0,100,100,100,100,100,100,91,94,97,11,14,17,NA,93.6,NA,NA,0,NA,NA,1.3,NA,NA,17.6,NA,NA,61,NA,NA,13.7,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,2,3,4,NA,NA,NA,1.2,1.4,1.6,NA,NA,NA,NA,1.46,NA,NA,4,23,42,0.06,0.07,0.08,14.7,17.1,18.8,10.8,14,16.4,4.1,7.3,10.5,35,43,50,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,4.5,6,8,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,21.5,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728612,51721156
B'h,NA,B,',NA,NA,168,NA,NA,203,NA,NA,35,NA,0,0,0,0,0,0,100,100,100,100,100,100,91,94,97,11,14,17,NA,93.6,NA,NA,0,NA,NA,1.3,NA,NA,17.6,NA,NA,61,NA,NA,13.7,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,1,2,3,NA,NA,NA,1.5,1.6,1.8,NA,NA,NA,NA,1.67,NA,NA,1.4,9,14,0.06,0.07,0.08,13.6,16.8,18.8,9.5,13.5,16.3,3.1,6.8,10.5,29,36,40,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,3,4,6,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,16.6,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728612,51721157
BE,NA,BE,,NA,NA,76,NA,NA,84,NA,NA,8,NA,0,0,0,0,0,0,100,100,100,100,100,100,92,94,96,10,12,14,NA,95.5,NA,NA,0,NA,NA,1.3,NA,NA,18,NA,NA,62.2,NA,NA,14,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.65,1.8,NA,NA,NA,NA,1.73,NA,NA,14,78,141,0.05,0.06,0.07,9.5,13.2,15.1,5.2,9,11.4,0.8,2.7,4.6,30,36,43,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1.5,2,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,9.5,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728612,51721158
E',NA,E,',NA,NA,84,NA,NA,168,NA,NA,84,NA,0,0,0,0,0,0,100,100,100,100,100,100,92,94,96,10,12,14,NA,95.5,NA,NA,0,NA,NA,1.3,NA,NA,18,NA,NA,62.2,NA,NA,14,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.65,1.8,NA,NA,NA,NA,1.73,NA,NA,14,78,141,0.05,0.06,0.07,9.5,13.2,15.1,5.2,9,11.4,0.8,2.7,4.6,30,36,43,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1.5,2,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,9.5,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728612,51721159
A,NA,A,,NA,NA,0,NA,NA,36,NA,NA,36,NA,0,0,0,0,0,0,100,100,100,94,96,100,77,84,92,53,59,66,NA,46,NA,NA,4.6,NA,NA,6.2,NA,NA,8.2,NA,NA,14.1,NA,NA,12.9,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,5,10,15,NA,NA,NA,10,12.5,15,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,14,28,42,0.2,0.25,0.3,NA,NA,NA,29.1,32.7,36.2,14.9,20.4,26.1,36,40,45,0,1.5,2.9,20,27.5,35,0,5,10,0,0,7,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,23.8,30.6,37.5,11,14.5,18,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,32.3,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728565,51720983
E,NA,E,,NA,NA,36,NA,NA,58,NA,NA,22,NA,0,0,0,0,0,0,100,100,100,94,96,100,74,83,95,40,49,59,NA,55.8,NA,NA,1.3,NA,NA,8.2,NA,NA,14.8,NA,NA,20.2,NA,NA,11.3,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,18,26.5,35,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.46,NA,NA,14,28,42,0.12,0.16,0.2,NA,NA,NA,20,24.5,28.6,10.9,16.8,23,39,43,48,0,1.5,2.9,20,30,40,4,10,16,0,3,12,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5.6,9.4,13.2,4,6,8,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,10.5,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728565,51720984
Btg,NA,B,,NA,NA,58,NA,NA,203,NA,NA,145,NA,0,0,0,0,0,0,100,100,100,95,96,100,72,83,96,38,48,60,NA,55.5,NA,NA,1.5,NA,NA,9,NA,NA,15.3,NA,NA,19.5,NA,NA,10.2,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,20,30,40,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.45,1.6,NA,NA,NA,NA,1.52,NA,NA,4,12,14,0.15,0.18,0.2,NA,NA,NA,20.8,25.4,29.7,11.8,18.2,25,36,42,48,0,1.5,2.9,25,37,49,11,17.5,24,0,7,20,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,8.1,11.1,4,6.5,9,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9.9,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728565,51720985
Btg,NA,B,,NA,NA,58,NA,NA,203,NA,NA,145,NA,0,0,0,0,0,0,100,100,100,95,96,100,72,83,96,38,48,60,NA,55.5,NA,NA,1.5,NA,NA,9,NA,NA,15.3,NA,NA,19.5,NA,NA,10.2,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,20,30,40,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.45,1.6,NA,NA,NA,NA,1.52,NA,NA,4,12,14,0.15,0.18,0.2,NA,NA,NA,20.8,25.4,29.7,11.8,18.2,25,36,42,48,0,1.5,2.9,25,37,49,11,17.5,24,0,7,20,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,8.1,11.1,4,6.5,9,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9.9,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728591,51721070
A,NA,A,,NA,NA,0,NA,NA,36,NA,NA,36,NA,0,0,0,0,0,0,100,100,100,94,96,100,77,84,92,53,59,66,NA,46,NA,NA,4.6,NA,NA,6.2,NA,NA,8.2,NA,NA,14.1,NA,NA,12.9,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,5,10,15,NA,NA,NA,10,12.5,15,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,14,28,42,0.2,0.25,0.3,NA,NA,NA,29.1,32.7,36.2,14.9,20.4,26.1,36,40,45,0,1.5,2.9,20,27.5,35,0,5,10,0,0,7,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,23.8,30.6,37.5,11,14.5,18,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,32.3,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728591,51721071
E,NA,E,,NA,NA,36,NA,NA,58,NA,NA,22,NA,0,0,0,0,0,0,100,100,100,94,96,100,74,83,95,40,49,59,NA,55.8,NA,NA,1.3,NA,NA,8.2,NA,NA,14.8,NA,NA,20.2,NA,NA,11.3,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,18,26.5,35,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.46,NA,NA,14,28,42,0.12,0.16,0.2,NA,NA,NA,20,24.5,28.6,10.9,16.8,23,39,43,48,0,1.5,2.9,20,30,40,4,10,16,0,3,12,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5.6,9.4,13.2,4,6,8,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,10.5,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728591,51721072
C1,NA,C,,1,NA,0,NA,NA,25,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9,NA,NA,0.7,NA,NA,13.4,NA,NA,37.9,NA,NA,38.6,NA,NA,7.3,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,0,0.5,1,NA,NA,NA,0,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,92,282,0.03,0.04,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.5,2.9,6,8,13,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728536,51720890
